Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
35382,B000GW46D4,A10VM50OFNAXHI,Cher,0,0,4,1265587200,beef jerky,"I've ordered this before and enjoy it, however wish it didn't have so much sodium."
35388,B000GW46D4,A3FINMLII6FWSI,"J. Gordon ""John R. Gordon""",0,0,5,1243036800,Like BBQ Beef? Buy this.,"Do U like BBQ beef snacks??? Then buy this one, I think you'll love it."
35400,B000GW46D4,A1Z6OII9ZI2IF3,"B. Howard ""humankind watcher""",0,0,5,1228608000,Mmmm pepper,"If you like cracked pepper this is definitely good eats.  Not too overpowering, it's just right!"
35401,B000GW46D4,A1Z6OII9ZI2IF3,"B. Howard ""humankind watcher""",0,0,3,1226880000,A little dry,"I love the Jack Link products, but this a bit on the dry side and not much of a BBQ taste."
35446,B000ES3LMM,A2M7A4WSRRETBJ,"D. Gentry ""Still Waters""",7,7,5,1171152000,Tea lover's choice,This is the very rich flavored English Breakfast tea.  Ahmad teas are the best in most any flavor!!
35482,B000PKJ44I,A1V8UMNTKNAF3I,H. Wegner,1,1,5,1200700800,Great quality,This chicken was a gift and it arrived on time and was well liked. Fast service and good quality.
35498,B00063GP5K,A48THA5X4OUAB,Billyjack D'Urberville,0,0,5,1327017600,Tastiest fruit spread ever,"I'm not exactly young, and all I can say is this is the tastiest fruit spread I have ever tasted."
35539,B000CSCOXQ,AY2UNQPYN23CS,nibbles,5,5,5,1202860800,Love these!,"Our entire family love these.  We are not fond of the other flavors, but the vanilla is a hit!"
35541,B000CSCOXQ,ASKW17DF0D127,"Shellaine ""shelvis""",2,2,5,1212364800,Yum!,These taste just like a rice crispy treat & make a great snack for only 90 calories!
35623,B001EQ5K1I,A28Q77KP8VTF9Q,"Silvia ""Silvia""",1,1,5,1235088000,Plasmon Biscuits are good at very age,"These cookies are healthy and delicious, whether you are 20 months old or 35 or 60."
35646,B000FGXT20,A1BXPS23C9OFUM,dayna,0,0,5,1332892800,Best Tea in the World!,This is my favorite tea of all time. I wish it was in all coffee shops and sold at local stores.
35650,B000FGXT20,A1945KL2UDTYVC,H. Hintz,0,0,5,1206057600,I love this tea,"This tea is tasty and refreshing. And, buying it through Amazon makes it VERY affordable!"
35738,B00020UGN4,A1AC1VNWAG32ZR,Patricia A. Stevens,0,0,5,1249084800,yummy,"My Son loves chocolate, I got it for His Birthday, they are really outstanding chocolates!!!"
35742,B00020UGN4,A3FFTZ804N6P2S,"David Q. Ziegler ""Texasdave""",0,0,5,1193961600,Excellent chocolates,Gave these to my dad for his birthday.  They received rave reviews.  Highly recommended.
35743,B00020UGN4,A1GIJSR25ENRUR,Jonathan C. Fogelman,3,5,4,1140998400,A GOOD VALUE,"These are a very good and a lot cheaper than other chocolates, some of which are not a lot better."
35749,B00020UGN4,A3INN916E4VION,S. Kosloske,0,5,4,1181865600,"I'd like to give it 5 stars, but...","It's just got that great.  Of course it's very good, it's Belgian chocolates, but I've had better."
35819,B000LKXJEI,A18LEJPZEFCXHO,A. Kaul,0,0,5,1202256000,Excellent!,"These are a much tastier than the other flavors, though they are a little softer."
35853,B000LKXJEI,APX38OL5RONWA,EBK,14,15,4,1182643200,"Good, but a bit too sweet","Great, high- protein snack without meat.  I would give it 5 starts if it were not so sweet."
35998,B002VKMA1Y,A2CBE8J2CL76X7,Kjeep,2,2,5,1322179200,Delicious salt,Great product with a wonderful flavor and it is supposed to be good for us as well.  Just love it.
36062,B001ACMCNA,A375GR2OPLFFA3,Charlottean,0,0,5,1243296000,Best pizza I've eaten since giving up wheat,I love this stuff--it's tasty and really easy to make. I highly recommend this mix.
36068,B001ACMCNA,AMJONAHW0HQNT,"Conley Porter ""portconley""",1,7,1,1240704000,Doesn't deliver,"Great concept, but poor result!  Oily, dense, with a slightly ""funky"" taste.  I tossed them all."
36087,B001ONQAUQ,AH6BI8F3EE6K1,Amazon Addict,1,1,5,1266624000,Great for packing a lunch.  Not laden with sugar.,"These are convenient, tasty, and not laden with sugar like so many fruit snacks and products are."
36103,B000U676C4,A1AUV3FCJI4OYA,A. Luna,6,9,1,1272844800,Saladitos,The packages should have been 2.4 oz and the packages that we received were only 1.2 oz.
36158,B000FBQ594,A1SN280JN34H0T,F. Jiang,2,4,5,1168041600,nice cookies,these are better cookies than American ones. you would be surprised. highly recommended.
36159,B000FBQ594,A18KUYPTSJ9BO4,Tao,0,1,4,1167868800,want to buy it again,"great cocoa cookie, really crisp. My hubby like it so much. We definitely will buy it again."
36252,B000NMI4ZS,A2KOLCXA8WG4LA,chas,1,1,5,1254268800,yummy,The candy came quickly and in great shape!!  I bought it for my husbnd and he loves it!!  Thanks!
36282,B0014ET2UU,A3SMVB6EXX8OVH,Romeo Faison,0,0,5,1260576000,Hello,Excellent clam chowder. All this food need is a few bacon bits. Excellent flavor indeed.
36291,B000EBMURQ,A2K3KMEQURK9HC,"A. Viola ""wildcat""",0,1,5,1177804800,this is a fine quality pure saffron.,"I enjoy saffron a lot, it is an awsome herb"
36321,B00014H710,A17MURLSVTLNKN,M. Bhatia,0,4,5,1238630400,On time and as described!!,I was very happy with my order.  It arrived on time and as described.  Thank you!!
36432,B004CLCEDE,AWKP6J0XAITBC,renee,1,1,5,1319068800,taste awesome,"Call me crazy, but to me these taste exactly like the real thing. I can't believe it is 0 calories!"
36827,B001HTJ2BQ,AKNAORC5L6D5Y,mamaann,0,0,5,1337644800,excellent,This product it is good stuff - it is a good way to buy the product - I will order again soon - Ann
36967,B001EQ4RWQ,A1G6QD8GWN4FW1,Ron Losen,1,2,5,1276041600,Like a candy bar!!,Great product. Best sugar free chocolate on the market. You won't be disappointed.
37110,B002IVDAH4,A2UOFBA0BX8HV0,guy smiley,1,1,5,1313020800,The dang cats love this stuff,I'm not sure what to say about pet food. My finicky cats eat it up and I get to feel special.
37126,B000P8HPCI,A3TG2LU8JNU2RH,"Sweetpea ""Sweetpea""",5,5,5,1200960000,The Best,These taste just like my Italian grandfather used to cure. They are the best (next to Grandpa's!!!)
37164,B000BGXAFA,A3M4QZCQV0GOUY,"Barbara L. Lutnick ""Bonnie""",2,2,5,1252713600,white miso soup,"Love this product, Stomach upset?? , use this.  Healthy, light and taste great. My favorite soup."
37167,B000BGXAFA,A3U1VJ2J5STVBJ,Angerrific,3,4,5,1203811200,Shiro miso soup,Kikkoman Instant Shiro Miso (White) Soup Value Pack (9 Pockets in 3 Packs) - 3.15 Oz  Awesome!
37181,B003CK2BQG,A2150M1RRGHCUF,"K. Williams ""K. Williams""",3,4,5,1219968000,Divine!,So flavorful and smells like heaven.  Great price compared to stores.  Arrived fast.
37186,B003CK2BQG,A17GK9E70O7Y9R,Grandma in Oregon,2,3,5,1212278400,Love it,"I love this tea....on auto delivery.  As an Oregonian, I love that this is a local product."
37233,B003CK2BQG,A2PQUL8TI4P4HV,Nakkiel,0,0,5,1303344000,Great Tea,"It has a very unique flavor. It is a bit of a harsh taste (Not mellow), but I love it."
37241,B003CK2BQG,A1Q8I1IQL3V4D4,"J. Atkinson ""reptile geek""",0,0,5,1288396800,"The best tea, delicious!",This is the best tea.  I like it as well as coffee.  Highly recommend it!
37251,B003CK2BQG,A22S6W3ZQNSUGI,"Sheila ""Reader""",0,0,5,1268438400,Great teabag tea...,"Loved this tea. However, make sure you brew it long enough (per cup)..see instructions on box."
37254,B003CK2BQG,A1JW1786KEU6QL,"C. Wichman ""TerraNova""",0,0,5,1264550400,Treasure in a cup,6oz of H2O + 3min time + 1 french vanilla creamer=an aromatic sweet creamy treat with no giult.
37266,B003CK2BQG,AKRXVIOR8O0W7,"Karen R. Goldman ""Goldie""",0,0,5,1210291200,Best tasting Mint tea for the price,"I go thru a lot of this brand, and hope I can find some more cases on amazon."
37274,B003CK2BQG,A13Q6D42B6UXUA,Horse Trader,1,2,5,1174694400,"Morocco, the land of Babel","Maybe you can't speak the language, but you will appreciate their tea - very refreshing."
37307,B003CK2BQG,A2L7GN7U5A40AW,Rose Lain,4,4,5,1222819200,delicious,I have tasted several brands of the Jasmine Green tea and found this to be my favorite.
37333,B003CK2BQG,A1Y8PKHAFQ3QFI,"Dawn Dexter ""dmd""",2,2,5,1176249600,If you love tea,I tried this tea about a year ago and loved it.  Glad to find it online for such a great price.
37351,B003CK2BQG,A1SZHECU3Z5OYV,V. Roberts,1,1,5,1306627200,too good to be heathy,This Green Chai Tea is very good--how can it be healthy and seem like a treat at the same time?
37382,B003CK2BQG,A1E11EK6AQ5VF,"Susie L ""Suesan""",1,1,5,1220659200,Stash premium green tea,One of the best invidually bagged green teas.  I am picky but I enjoy this tea.
37398,B000FA15IG,ARV827KTY6OFB,L. Stetler,0,0,5,1229212800,excellent product,This is an excellent product-especally for those of us who have to restrict the sodium intake.
37414,B000FBO9LK,AY52TNOUURNB8,Yanping Liu,2,2,5,1179100800,I love it,I love this chocolate covered cookies. The chocolate is pure and tasty. Not too sweet.
37416,B000FBO9LK,A1OLSDX3B8CN10,"Cara K. Smith ""Georgia Garderer""",2,2,5,1170720000,Tea Biscuits,Love these tea biscuits. The price was great for a box of 12. I hope you continue to carry.
37426,B000FBO9LK,A2EWE0GMBBUVMJ,Douglas L. Dean,1,1,5,1206144000,addictive biscuits,better than grahm crakers and they do not spike your blood sugar (at least not mine.)
37432,B000FBO9LK,A3CQNW9IU1QE6L,princess,0,0,5,1319068800,I love these cookies. Found them in Sherman .Texas need them in Centennial.Co. Albertsons had them in Sherman.  Sssooo good!!,Will always buy these if I can find them. Hate to have to buy from Germany. Need a grocery store.
37437,B000FBO9LK,A1VBQ8ANDKZWTE,L. Weng,0,0,5,1273536000,Wonderful Taste,"It tastes perfect. I like it.<br />You would ""feel"" the butter in the cookies."
37571,B001FA1LVG,A2ZY6WLNMFB7J5,"Cheryl Dwyer ""CherylD""",3,4,5,1243296000,Yummy. Low calories and great taste,"Another great product for those looking for a ""healthy"" snack without a lot of calories"
37737,B003FFHFSC,A2A5LBMYVWG6RB,Michael G. Ryan,0,0,1,1316476800,Not too good,We tried it - and it just didn't have a great bubble gum taste. It tasted a little too artificial.
37755,B000F4T12O,A2P2ZFLJEW51VS,"Alissa Jatsenti ""alushka""",3,3,5,1249948800,sweet!,"great purchase. it is a huge bag, but i had been craving for them for a few years."
37787,B000LKVDO6,A1X9AMYU80BUXE,Rajesh,0,0,1,1312243200,dont like the taste,I am not a big fan of pav bhaji but this tastes worse of all the pav bhajis I ate
37857,B0058RNX22,A3CDJXK10KNPFM,Timothy Haas,0,0,5,1323475200,Fresh,"Found the candy to be fresh and as always, taste very good. I am sure that I will order this agaib"
37910,B000F6SNPS,A3UJJ19RQVBDFR,GreenTea,0,2,5,1168300800,AWESOME!,"This is really, really, REALLY nice tea! Spicey, warm, cozy, and FULL of flavor."
38039,B001CCSETE,A2GJ8E2JIJW08E,"G. Staffiere ""Commercial & Graphic Artist""",0,0,5,1276473600,Hounds FAVORITE treat,Of all the treats (and there are many) this has been the all time favorite with both hounds.
38040,B001CCSETE,A19XFJEI4GBQSP,William J. Hartley,0,0,4,1264464000,CHEAPER AT MARC'S DEPT. STORE PLUS NO S+H,RETAIL AND REG. PRICE'S ARE WAY OUT OF LINE.MARC'S DEPT STORES REG PRICE ABOUT $14.00
38059,B001EQ4K28,A1ZL7O007A82KN,"Vincent S. Diliberto ""Vince""",2,2,4,1275609600,New to Blooming Teas,"Very Tasty and nice aroma very good quality for the price, much better then expected."
38069,B000ZE9NM2,A1MTJ3X4B3HVIH,"C. Korzenborn ""CRISSY""",1,1,5,1223769600,yummy!!!,good variety!!!! great on steaks if you like trying something new this is the product for you!!!!
38089,B0002ZWHKE,A6ORWDZRBVNIT,N. Gagnon,2,2,5,1167782400,handy  soy sauce,"great stuff, didnt need refrigaration, and not overly salty good for low sodium diet"
38096,B000E18CS2,A39T9V7956YGS7,RJ,1,1,5,1283472000,Noodles,I liked these noodles.  I have an intolerance to gluten and I can eat these.
38101,B000E18CS2,A37DBCTI9PQSKQ,Patricia Odell,1,12,1,1167782400,disappointing in every way,"Limp, soggy, little taste. Not a bit like real pad Thai."
38119,B0000TLEQK,A1STFGILHVNSYO,Cici Granstedt-Hallberg,0,0,5,1252886400,Tasty little rocks!,These rocks were very attractive on my husbands birthday cake and gave it the finishing touch.
38148,B001EO7EN2,A3O0L45UEXPF82,LTR,3,4,1,1216771200,Rancid nuts,The nuts when we opened the package were rancid.  Amazon was nice in refunding us our money.
38224,B0027UQYZQ,A2QV7F55T6GD04,"Patti L. Oakley ""GrannieO""",0,2,4,1273881600,gift was good choice,I bought this as a gift. The person who received it really likes the product
38330,B007R1PGVS,A2K80JJU1DISWU,"Jaspercat ""Thomas""",0,0,5,1275264000,ZipFizz is what I expected,"ZipFizz is what I expected.  Energy drink, not too strong, but noticeable energy boost."
38353,B007R1PGVS,A10G9DLVFOA5JC,Kenneth G. Randolph,3,22,1,1190764800,zip fizz,The product was wet in the tube as if the tube was not seiled correctly.
38384,B000V96C4I,A1605QP0U2GLIL,Wowly,0,0,5,1307491200,Tasty,"This trail mix is best I have ever tried. Give it a try, I'm very sure you will like it."
38397,B0002I0GVI,A2W2RXPSU4X01X,Roxie,0,0,5,1349481600,Dogs love it!,"Not only is it a healthy dog food, my two dogs enjoy it. I'm glad I came across this product."
38520,B004S036D6,AJSYLZGRSEFQ7,Home sweet,0,0,5,1349395200,Awesome Buy!!,The small cans in the store are so expensive!  These larger cans are a great savings - I love them!
38616,B000OYMGMC,A9E3SHGS1ZRNH,Kimmerly Webster,2,3,5,1264118400,Fresh and Good Quality,Fresh and Good quality. I would buy it again. My workers love it as a small treat!
38635,B000OYMGMC,A3N94EX7EQNWWN,M. Carr,0,2,5,1268870400,Great treat!,"I like something sweet, that is portioned controlled and lasts for quite a while.  This is it!"
38685,B000ILEVWO,A10RNCTB1IQ5JM,"David Barclay ""The Sloth""",2,2,5,1221350400,A DAILY NEED,My husband is English and this is a daily need for him ...and now also myself ...
38743,B000EGZ9AQ,A2KUQ5F0KXSRRY,Shopping Shrew,2,2,5,1202688000,This rice is very good,The rice is very good. Nice mix of jasmine and basmati. One jar goes a long way.
38745,B000EGZ9AQ,AVBHW7CPJ2JMD,Catherine M.,1,1,5,1265155200,Awesome Organic Rice,Tasty and organic. The aroma of this rice while cooking is wonderful. A staple product in my home.
38771,B000BY50C8,A1KH5NFX31X4QY,"Terry Goldman ""tmgold""",3,3,5,1188172800,Pigg Puffs,This is one of my dogs (and I have many little dogs)favorite treats to eat.
38797,B000EGZ9AG,A3GXX1MVYOQDBQ,Patrick P. Davis,1,1,5,1284768000,Excellent rice,Great tasting healthy rice that cooks well in a rice cooker with a brown rice option.
38813,B000EGZ9AG,A2D95KT35FSHE9,S. Leiker,0,0,5,1235088000,Nice Rice,We like the whole grain brown rice and this is very good.  The package sizing is convenient.
38814,B000EGZ9AG,AJSNQ7GZS5DBM,S. Satam,3,5,5,1188086400,Best,"These rice are the best, I have already ordered them twice. And will continue doing so."
38819,B000EGZ9AG,A1HR8VTBU5OG08,"CJ ""Christopher""",1,14,1,1283212800,Failed Shipment,Ordered this on August 29 with overnight shipping and 2 days later still not even shipped out.
38820,B000EGZ9AG,A33QNSDSDYSONA,thisgirllisa,4,28,1,1234310400,organic hybrid? I think not!,How can this rice be organic if it's hybrid?? That's not possible. This rice is GMO!!!
38845,B000ICO8GW,A3UMOPRNV24GGU,"M. Pitoniak ""mikepit""",1,1,5,1262476800,Tassimo coffee,"Makes a great cup of coffee. Tassimo machine is the best. Quick, hot, and taty."
38862,B000ICO8GW,AXNIXGYD3SVFN,Marie Smith,0,0,5,1188950400,Birthday Present,I bought this as a present for my son's birthday.  He is very happy with it.
38864,B000ICO8GW,A3SM49EVU8W7W2,Marcy Trachtenberg,0,0,5,1179187200,EXCELLENT COFFEE,I REALLY LIKE THIS COFFEE VERY MUCH<br /><br />EASY TO MAKE WITH THE TASSIMO MACHINE
38866,B000ICO8GW,A1X0IZOD04QGK0,R. Wilson,0,1,2,1262995200,Shipping too expensive,If these were easier to find locally I would never buy these on-line due to high cost of shipping.
38900,B001ELL6KM,A1WYJ2M7AZHACV,Gluten-free Kate,2,3,5,1236816000,Good stuff!,"Very good as a hot cereal or as coating for ""fried"" chicken.  My family loves it!"
38904,B001ELL6KM,A1XSUXYQIZNK3M,B. Williamson,4,7,5,1198800000,Good Quality Grits,My daughter has a limited diet due to allergies.  She loves eating these grits for breakfast.
38905,B001ELL6KM,AMR1G2BUMC7XE,Margaret D. Elmhorst,2,4,5,1257984000,Really Good,No more white bland grits.  This makes absolutely the best shrimp and grits as well as polenta!
38924,B001IZHSWO,A9IAMOHC9D88S,"James D. Ortaliz ""hoppie""",0,0,5,1270166400,Yummy,These are very good a little hot but that is what makes them good. I have purchased some more.
38937,B000H7K5KQ,A29DAY9GAWM5BQ,Irizarryt05,0,2,3,1288915200,Not much of an apple taste,"Not as much of an apple taste as I would thought or liked, but still good :)"
38969,B001FKA84C,ARDBQB9AIUQWL,bdrochelle,0,0,5,1220832000,What great idea,This is cutest thing and it's so convenient to clip onto my dog's leash when we walk. I love it.
39072,B001AC87X4,A28HO2I4FZPL4J,Alan Norville,0,0,5,1270944000,Dr Pepper sauce,I like this sauce on grilled beef and once again it has disappeared from stores.
39133,B000KUS5HA,AKREPLJQO7C8H,"Lynne Fawcett ""Collector of fine books""",1,1,5,1257897600,My dog loves them,My dog loves these and I love the fact they help keep her teeth looking good.
39166,B001HWD2OG,A136VAVDIU9DOU,"M ""sth""",1,2,5,1252713600,great,"These are great, but my dog likes to augment them with other types of bones"
39256,B001IMUHCU,A3VV0AF5T8L2LH,jlbs,1,1,4,1347753600,does not meet quantity as advertised,This ad is for a box of 48 bars.  I recieved a box of 30 but charged the price of $19 and change.
39265,B000F62FBG,A2K3KMEQURK9HC,"A. Viola ""wildcat""",0,7,5,1177804800,I enjoy the fine quality of exir saffron,"I enjoy saffron a lot, I find it very exotic."
39328,B0000DG5AZ,A2K11NKKO5C1QD,swingy,2,2,5,1151625600,Awesome sauce,this sauce is awesome. It is not insane hot but a nice hot and the taste is super good.
39329,B0049OMB9Q,A1XH6CXNKCUGAQ,eugene,0,0,5,1340064000,Best K cup coffee,best tasting K cup you can get if you like a strong cup of Joe. To bad it looks to be on the out
39335,B002M53HP6,A2GLFPMDB7024D,Lynn E. Lowe,2,2,5,1265673600,Coffee beans,Excellent coffee beans. Very tasty and provide a wonderful lift when a little energy is needed.
39341,B003U4LUN4,A1D9MRUWGH1NV5,Karen L. Thomas,0,0,5,1342051200,red hots,I bought these for my daughter to do some canning with apple slices & she was delighted to get them
39451,B001ELL86Y,A10I6CVBTPABO8,Case,1,1,5,1287705600,Tully's House Blend k-cup Decaf coffee,"We like this for our decaf coffee. It is smooth, good flavor, no bitterness, no acidic taste."
39453,B001ELL86Y,A3FZI0OOGYEDJO,CybrBart,1,1,5,1284854400,I agree!,I bought this coffee on the strength of the reviews and they were dead on.  Excellent coffee!
39455,B001ELL86Y,A2U95P6RF855IL,eldee,1,1,4,1282867200,tully's decaffeinated coffee,This is the best tasting coffee. You will like it even if you enjoy regular coffee.
39485,B001ELL86Y,A35AO7QDM0R116,"jwalton ""4forjen""",0,0,5,1269302400,Great taste especially when you want some coffee without the caffeine,I have no complaints with this decaf.  Wonderful smooth flavor. Enjoy a cup late at night!
39527,B00028P3CK,A3DV8VDX9SAHWD,"Maverick ""Empire Builder""",2,2,5,1165363200,Mixes Easy and Taste Just like sugar!,It mixes very easy and tastes great without an aftertaste. I highly recommend it.
39550,B00028P3CK,A3T4FH4NWBJNEI,Barbara A. Flynn,1,1,5,1181865600,Great convenience,I love using stevia powder.  Now this makes it that much easier when traveling or out to lunch.
39683,B005GIF5VU,A2D8I5YWORSGQ3,spot,0,0,5,1285027200,Hairball treatment,I was very pleased with how fast I received my order.Thank You! Thomas R Templin
39891,B000CMIZ0I,A2X5LIUSVV0KKY,"G. Fahan ""Beaner""",0,2,3,1214697600,Tea,This tea has a very minty flavor. Too much for me even though I blend with regular tea.
39980,B001TZJ3OE,AAJ1IYOUIHWF,D. Sun,1,11,3,1243036800,Too much,These are very large bottles. It is a good dipping sauce with a sweet/spicy flavor.
39993,B00017LEY8,A2FUUYKPZ3WYRU,M. Pesesky,16,18,3,1196985600,Not good with an air popper.,"This popcorn is not good with an air popper, because the kernels are too light."
40009,B00017LEY8,AES7A0KZU3K6T,J. Coughlin,1,1,3,1240272000,Very Small,"This is good popcorn, but it is very small so you need to make twice as much as you normally would."
40022,B00017LEY8,AW4FWP98EQL8H,"Keith V. Doty ""keecher""",0,5,1,1202428800,CRUNCHY POPCORN,"IF YOU LIKE YOUR POPCORN SMALL AND CRUNCHY, THIS IS FOR YOU.  I DON'T."
40083,B001E50X66,A35SE8WR9O3YAG,Victor M.,3,3,5,1270339200,Good Prunes,These prunes are delicious! I highly recommend them to anyone who enjoys plums or prunes.
40098,B001E50X66,A18SNZN6Z16NCV,"M. Taylor ""Myrna""",2,3,5,1272326400,These are great!,This item was received promptly and is exactly what I expected. These prunes are delicious!
40113,B002SUT74K,AWDV7BAVH390R,Sasquatch,1,2,4,1269734400,Lots of ginger,Good with lots of ginger spice-  although some find it to be a bit much. People like it
40151,B001EQ4ONI,A245883NY9KQGQ,Paula Jo Carr,0,0,5,1241827200,A VERY TASTY PRODUCT,I really enjoy a cup of this product daily so much so that I drink 4 cups of it a day!
40261,B00086ICFG,A289P91M6MHUTP,Ann,0,1,3,1265414400,Sanding Sugar,This was less sugar than I was expecting. 4 oz is barely enough for rolling one batch of cookies.
40285,B005DQGIA2,A1YIUQ1PMZLQRW,Jennifer,1,1,5,1315872000,MMMMMMMMMMMMMMM,Just like I remembered them. Oh so good. I might even buy a few more for my children!  Thank You.
40286,B005DQGIA2,AYPMGVI52Q184,Bob,1,1,5,1287792000,Classic!,Super delicious! Stores should bring this cereal back all year round not just for halloween.
40371,B001ELL3DC,AXUVR1TV5VNTZ,charles carter,0,3,2,1194048000,bad shipment,"2 of the 12 oz bags were slit open leaving the beans all over the amazon<br />box , not happy"
40493,B00020HHRW,A15QRUAQB1QWVD,1969GTO,0,0,5,1331510400,Excellent,the tea is very good with honey and I have seen a difference. I have lost 3lbs since taking it.
40522,B00020HHRW,A2G0DMUKJUFQLD,Amelia S.,1,2,5,1261353600,Good Stiff,My father has been drinking this tea for years. Its so good for you. Especially men.
40524,B00020HHRW,A1D76XJYSQPKIU,A. Bowens,1,2,4,1241136000,Hawthorne Berries,Received in good condition and in a timely manner.  Great for relaxing the heart.
40544,B00020HHRW,A3OJ5D1THAJKYY,Southern Belle,0,5,1,1084665600,Add honey?,Are you supposed to avoid sugars if you have a urinary tract infection?
40546,B00020HHRW,A1AAOIZQ5JNUVL,Amanda,1,13,1,1205884800,Disgusting!,This tea tastes nasty.  Maybe I just dont like sage but it made me gag!
40580,B00020HHRW,A16V6Y0BWZAGNI,"Lyn ""LA""",3,3,5,1213660800,Great quality. Heathful product.,"A refreshing cold beverage and a soothing, perfect, hot cup of tea. Offers healthful benefits."
40606,B00020HHRW,A1KE23JJ3YG4DT,"Kathleen Knox ""kkathy""",1,1,5,1326585600,Love spearment tea,I bought this product and love the flavor.  A great and relaxing way for me to end or begin a day.
40623,B00020HHRW,A1HWDPK8CHPDXW,Jan,1,1,5,1284940800,Delicious Tea,I love this tea. It is delicious. It came in a timely manner and I was very pleased.
40627,B00020HHRW,ARXDKTGDQ9SDL,Lori S. Johnson,3,4,5,1193184000,great product,I bought this for treating symptoms of menopause.  It has been a life saver.  thank you
40720,B0013LVMKW,A2GC3RO41BY6VN,LC,0,0,5,1332806400,LOVE!!!!,i LOVE this!!! It has such a good flavor and fills you up. I felt full longer than most other bars!
40723,B0013LVMKW,AE7QHD7D1IYND,Sonny Knowles,0,0,4,1332806400,Nice Treat,These Bakery on the Main bars are an easy take with you treat!  The kids love them and so do we.
40789,B000EM6POE,ACTU6UR17GZ46,Douglas H. Haden,1,1,4,1254441600,"great, for an herbal tea","Can't believe I tried it. Not an herbal tea fan. Even so, it is a surprisingly tasty tea."
40805,B001EO5R2W,A3BOLM3O473JRX,"S. Sengupta ""Shubho""",1,2,5,1186963200,Great taste,This has been my staple breakfast cereal for a couple of years now. I love the taste.
40866,B004JNZL1W,A1Q898OS7XJ3OT,"Dianna Pele ""Dianna""",2,2,5,1336953600,Delicious,So good! Perfect for those on a ketogenic diet. I will be buying this on a regular basis for sure.
40926,B000HJNAWY,A2D95KT35FSHE9,S. Leiker,4,4,5,1220140800,very nice,We enjoy the variety in this product.  We are gluten free at our house and rice is staple.
40927,B000HJNAWY,A24ET3LD9V5QLX,"Kathleen Asako Vactor ""Asako""",5,6,5,1168732800,Outstanding,This was so easy to make & great for you also.  can't wait to order more.
40950,B0000VLU0I,AJU9WNKDRZGGT,Dulce Medina De Diaz,0,0,5,1250899200,Vanilla,This has to be the best vanilla. The flavor is incredible when making vanilla ice cream
40971,B000LKUZOU,A3FFK14A0RSJ6R,Barbara,0,0,5,1271203200,"Organic oats, so good","These are delicious oats, they are not gluten free.<br />My child says these are the best!"
41042,B001EO7EU0,AANPVIZHB8CG7,pat1066,3,3,5,1265068800,Great Soup!,"Excellent hot, and cold, it makes an awesome vichysoise! Add corn for a nice variation."
41059,B000M36L9E,A1KTMOJ5FXYTB7,"Alayne E. Heishman ""Alayne""",10,13,5,1181606400,works like a charm,Upset stomach reach for good ole cola syrup rather than the pills or pink stuff.
41074,B0033GE6GW,ATHI1HSQG9160,John Funchion,2,3,4,1284076800,Kids love it,Kids love it.  I love that it comes via subscribe and save.  Total win.
41122,B002O8FK2Y,A1YYQKAFXWRBEQ,"Susan Gauzy ""Susie's Zoo""",0,0,3,1262995200,Shipping problems,The cups were great but at least a dozen of them were melted during shipping and unusable.
41145,B000E65OJM,A3AKHX2I2GVY9V,wietelcutt,0,0,5,1296777600,"Love, love, love it!",I love this tea! It is even good steeped with a spoon or two of loose leaf black tea...yummy! :>)
41156,B000E65OJM,ACAJTT392D3AA,S. Mez,0,0,5,1173916800,immense pleasure,"Excellent tea, as usual. And the delivery service was outstanding, so no worries, buyer!"
41168,B000NWGL9E,A3UUSMN56R8AS0,"Anad Eebrab ""Tweetie Bird""",2,2,5,1259020800,orbit raspberry gum,This is their best flavor and hard to find in stores.  I love it.
41259,B000FRS9NI,A36X5FZGCLX3R0,Chuck Olson,0,0,4,1235952000,Good product,Good product.  Another ready made solution for getting those difficult dogs to pill medicated.
41273,B001QYAYO6,A2LU8VRAFI2V,UWECuser,1,2,5,1274745600,Arm & Hammer Baking Soda,Good quality and the large size is very useful.  Properly packaged in a resilent bag.
41391,B0096EZHM2,A1XN3BA0CHB24L,Patty G,0,0,5,1317340800,the best,"This is the only food I will feed my cats. They love it , It's the best thing to give your pets"
41439,B0088YBUOU,ATSAX8ZTAX58B,Kevin Blumenstock,6,7,5,1152403200,Now this is my kind of Potato with Steak,I love to order these type of cooked potatoes and they are so great with a steak...
41440,B0088YBUOU,A3DGMXQVIT6R31,Tendaena,3,3,4,1194134400,Tasty and easy to make,I really like this product.  It tasted great and only took a few minutes to make in the microwave.
41458,B0088YBUOU,A1KTOS2XRCSCYE,"Litlal ""Litlal""",0,0,5,1279929600,Omaha Chicken and Stuffed Baked Potatoies,Very good transaction and Omaha food was sent properly.  I already left one feedback.
41485,B00141QYSQ,A1EKGG1Q9JJKIG,"Susan Green ""shg200""",1,1,5,1271203200,Dog's Delight,"My dogs can't get enough of these healthy snacks. Their hips are happy, and so are their tummies!"
41495,B00141QYSQ,AKW0TNIB3T6LP,C. Wilenski,1,1,5,1258416000,Dog Treats,My dogs just love them. They are very picky about their treats and they just love these.
